F988  C9 02     CMP #$02                        A:02 X:33 Y:CE P:65 SP:F9 CYC:234 SL:238
F98A  D0 01     BNE $F98D                       A:02 X:33 Y:CE P:67 SP:F9 CYC:240 SL: 43
F98C  60        RTS                             A:02 X:33 Y:CE P:67 SP:F9 CYC:246 SL:109
D745  C8        INY                             A:02 X:33 Y:CE P:67 SP:FB CYC:264 SL:175
D746  A9 40     LDA #$40                        A:02 X:33 Y:CF P:E5 SP:FB CYC:270 SL:241
D748  8D 78 06  STA $0678                       A:40 X:33 Y:CF P:65 SP:FB CYC:276 SL: 46
D74B  20 89 F8  JSR $F889                       A:40 X:33 Y:CF P:65 SP:FB CYC:288 SL:112
F889  24 01     BIT $01                         A:40 X:33 Y:CF P:65 SP:F9 CYC:306 SL:178
F88B  A9 40     LDA #$40                        A:40 X:33 Y:CF P:E5 SP:F9 CYC:315 SL:244
F88D  60        RTS                             A:40 X:33 Y:CF P:65 SP:F9 CYC:321 SL: 49
D74E  AA        TAX                             A:40 X:33 Y:CF P:65 SP:FB CYC:339 SL:115
D74F  EC 78 06  CPX $0678                       A:40 X:40 Y:CF P:65 SP:FB CYC:  4 SL:182
D752  20 8E F8  JSR $F88E                       A:40 X:40 Y:CF P:67 SP:FB CYC: 16 SL:249
F88E  30 07     BMI $F897                       A:40 X:40 Y:CF P:67 SP:F9 CYC: 34 SL: 55
F890  90 05     BCC $F897                       A:40 X:40 Y:CF P:67 SP:F9 CYC: 40 SL:122
F892  D0 03     BNE $F897                       A:40 X:40 Y:CF P:67 SP:F9 CYC: 46 SL:189
F894  50 01     BVC $F897                       A:40 X:40 Y:CF P:67 SP:F9 CYC: 52 SL:256
F896  60        RTS                             A:40 X:40 Y:CF P:67 SP:F9 CYC: 58 SL: 62
D755  C8        INY                             A:40 X:40 Y:CF P:67 SP:FB CYC: 76 SL:129
D756  A9 3F     LDA #$3F                        A:40 X:40 Y:D0 P:E5 SP:FB CYC: 82 SL:196
D758  8D 78 06  STA $0678                       A:3F X:40 Y:D0 P:65 SP:FB CYC: 88 SL:  2
D75B  20 9A F8  JSR $F89A                       A:3F X:40 Y:D0 P:65 SP:FB CYC:100 SL: 69
F89A  B8        CLV                             A:3F X:40 Y:D0 P:65 SP:F9 CYC:118 SL:136
F89B  60        RTS                             A:3F X:40 Y:D0 P:25 SP:F9 CYC:124 SL:203
D75E  EC 78 06  CPX $0678                       A:3F X:40 Y:D0 P:25 SP:FB CYC:142 SL:  9
D761  20 9C F8  JSR $F89C                       A:3F X:40 Y:D0 P:25 SP:FB CYC:154 SL: 76
F89C  F0 07     BEQ $F8A5                       A:3F X:40 Y:D0 P:25 SP:F9 CYC:172 SL:143
F89E  30 05     BMI $F8A5                       A:3F X:40 Y:D0 P:25 SP:F9 CYC:178 SL:210
F8A0  90 03     BCC $F8A5                       A:3F X:40 Y:D0 P:25 SP:F9 CYC:184 SL: 16
F8A2  70 01     BVS $F8A5                       A:3F X:40 Y:D0 P:25 SP:F9 CYC:190 SL: 83
F8A4  60        RTS                             A:3F X:40 Y:D0 P:25 SP:F9 CYC:196 SL:150
D764  C8        INY                             A:3F X:40 Y:D0 P:25 SP:FB CYC:214 SL:217
D765  A9 41     LDA #$41                        A:3F X:40 Y:D1 P:A5 SP:FB CYC:220 SL: 23
D767  8D 78 06  STA $0678                       A:41 X:40 Y:D1 P:25 SP:FB CYC:226 SL: 90
D76A  EC 78 06  CPX $0678                       A:41 X:40 Y:D1 P:25 SP:FB CYC:238 SL:157
D76D  20 A8 F8  JSR $F8A8                       A:41 X:40 Y:D1 P:A4 SP:FB CYC:250 SL:224
F8A8  F0 05     BEQ $F8AF                       A:41 X:40 Y:D1 P:A4 SP:F9 CYC:268 SL: 30
F8AA  10 03     BPL $F8AF                       A:41 X:40 Y:D1 P:A4 SP:F9 CYC:274 SL: 97
F8AC  10 01     BPL $F8AF                       A:41 X:40 Y:D1 P:A4 SP:F9 CYC:280 SL:164
F8AE  60        RTS                             A:41 X:40 Y:D1 P:A4 SP:F9 CYC:286 SL:231
D770  C8        INY                             A:41 X:40 Y:D1 P:A4 SP:FB CYC:304 SL: 37
D771  A9 00     LDA #$00                        A:41 X:40 Y:D2 P:A4 SP:FB CYC:310 SL:104
D773  8D 78 06  STA $0678                       A:00 X:40 Y:D2 P:26 SP:FB CYC:316 SL:171
D776  20 B2 F8  JSR $F8B2                       A:00 X:40 Y:D2 P:26 SP:FB CYC:328 SL:238
F8B2  A9 80     LDA #$80                        A:00 X:40 Y:D2 P:26 SP:F9 CYC:  5 SL: 45
F8B4  60        RTS                             A:80 X:40 Y:D2 P:A4 SP:F9 CYC: 11 SL:113
D779  AA        TAX                             A:80 X:40 Y:D2 P:A4 SP:FB CYC: 29 SL:181
D77A  EC 78 06  CPX $0678                       A:80 X:80 Y:D2 P:A4 SP:FB CYC: 35 SL:249
D77D  20 B5 F8  JSR $F8B5                       A:80 X:80 Y:D2 P:A5 SP:FB CYC: 47 SL: 56
F8B5  F0 05     BEQ $F8BC                       A:80 X:80 Y:D2 P:A5 SP:F9 CYC: 65 SL:124
F8B7  10 03     BPL $F8BC                       A:80 X:80 Y:D2 P:A5 SP:F9 CYC: 71 SL:192
F8B9  90 01     BCC $F8BC                       A:80 X:80 Y:D2 P:A5 SP:F9 CYC: 77 SL:260
F8BB  60        RTS                             A:80 X:80 Y:D2 P:A5 SP:F9 CYC: 83 SL: 67
D780  C8        INY                             A:80 X:80 Y:D2 P:A5 SP:FB CYC:101 SL:135
D781  A9 80     LDA #$80                        A:80 X:80 Y:D3 P:A5 SP:FB CYC:107 SL:203
D783  8D 78 06  STA $0678                       A:80 X:80 Y:D3 P:A5 SP:FB CYC:113 SL: 10
D786  EC 78 06  CPX $0678                       A:80 X:80 Y:D3 P:A5 SP:FB CYC:125 SL: 78
D789  20 BF F8  JSR $F8BF                       A:80 X:80 Y:D3 P:27 SP:FB CYC:137 SL:146
F8BF  D0 05     BNE $F8C6                       A:80 X:80 Y:D3 P:27 SP:F9 CYC:155 SL:214
F8C1  30 03     BMI $F8C6                       A:80 X:80 Y:D3 P:27 SP:F9 CYC:161 SL: 21
F8C3  90 01     BCC $F8C6                       A:80 X:80 Y:D3 P:27 SP:F9 CYC:167 SL: 89
F8C5  60        RTS                             A:80 X:80 Y:D3 P:27 SP:F9 CYC:173 SL:157
D78C  C8        INY                             A:80 X:80 Y:D3 P:27 SP:FB CYC:191 SL:225
D78D  A9 81     LDA #$81                        A:80 X:80 Y:D4 P:A5 SP:FB CYC:197 SL: 32
D78F  8D 78 06  STA $0678                       A:81 X:80 Y:D4 P:A5 SP:FB CYC:203 SL:100
D792  EC 78 06  CPX $0678                       A:81 X:80 Y:D4 P:A5 SP:FB CYC:215 SL:168
D795  20 C9 F8  JSR $F8C9                       A:81 X:80 Y:D4 P:A4 SP:FB CYC:227 SL:236
F8C9  B0 05     BCS $F8D0                       A:81 X:80 Y:D4 P:A4 SP:F9 CYC:245 SL: 43
F8CB  F0 03     BEQ $F8D0                       A:81 X:80 Y:D4 P:A4 SP:F9 CYC:251 SL:111
F8CD  10 01     BPL $F8D0                       A:81 X:80 Y:D4 P:A4 SP:F9 CYC:257 SL:179
F8CF  60        RTS                             A:81 X:80 Y:D4 P:A4 SP:F9 CYC:263 SL:247
D798  C8        INY                             A:81 X:80 Y:D4 P:A4 SP:FB CYC:281 SL: 54
D799  A9 7F     LDA #$7F                        A:81 X:80 Y:D5 P:A4 SP:FB CYC:287 SL:122
D79B  8D 78 06  STA $0678                       A:7F X:80 Y:D5 P:24 SP:FB CYC:293 SL:190
D79E  EC 78 06  CPX $0678                       A:7F X:80 Y:D5 P:24 SP:FB CYC:305 SL:258
D7A1  20 D3 F8  JSR $F8D3                       A:7F X:80 Y:D5 P:25 SP:FB CYC:317 SL: 65
F8D3  90 05     BCC $F8DA                       A:7F X:80 Y:D5 P:25 SP:F9 CYC:335 SL:133
F8D5  F0 03     BEQ $F8DA                       A:7F X:80 Y:D5 P:25 SP:F9 CYC:  0 SL:202
F8D7  30 01     BMI $F8DA                       A:7F X:80 Y:D5 P:25 SP:F9 CYC:  6 SL: 10
F8D9  60        RTS                             A:7F X:80 Y:D5 P:25 SP:F9 CYC: 12 SL: 79
D7A4  C8        INY                             A:7F X:80 Y:D5 P:25 SP:FB CYC: 30 SL:148
D7A5  98        TYA                             A:7F X:80 Y:D6 P:A5 SP:FB CYC: 36 SL:217
D7A6  AA        TAX                             A:D6 X:80 Y:D6 P:A5 SP:FB CYC: 42 SL: 25
D7A7  A9 40     LDA #$40                        A:D6 X:D6 Y:D6 P:A5 SP:FB CYC: 48 SL: 94
D7A9  8D 78 06  STA $0678                       A:40 X:D6 Y:D6 P:25 SP:FB CYC: 54 SL:163
D7AC  20 DD F8  JSR $F8DD                       A:40 X:D6 Y:D6 P:25 SP:FB CYC: 66 SL:232
F8DD  24 01     BIT $01                         A:40 X:D6 Y:D6 P:25 SP:F9 CYC: 84 SL: 40
F8DF  A0 40     LDY #$40                        A:40 X:D6 Y:D6 P:E5 SP:F9 CYC: 93 SL:109
F8E1  60        RTS                             A:40 X:D6 Y:40 P:65 SP:F9 CYC: 99 SL:178
D7AF  CC 78 06  CPY $0678                       A:40 X:D6 Y:40 P:65 SP:FB CYC:117 SL:247
D7B2  20 E2 F8  JSR $F8E2                       A:40 X:D6 Y:40 P:67 SP:FB CYC:129 SL: 55
F8E2  30 07     BMI $F8EB                       A:40 X:D6 Y:40 P:67 SP:F9 CYC:147 SL:124
F8E4  90 05     BCC $F8EB                       A:40 X:D6 Y:40 P:67 SP:F9 CYC:153 SL:193
F8E6  D0 03     BNE $F8EB                       A:40 X:D6 Y:40 P:67 SP:F9 CYC:159 SL:  1
F8E8  50 01     BVC $F8EB                       A:40 X:D6 Y:40 P:67 SP:F9 CYC:165 SL: 70
F8EA  60        RTS                             A:40 X:D6 Y:40 P:67 SP:F9 CYC:171 SL:139
D7B5  E8        INX                             A:40 X:D6 Y:40 P:67 SP:FB CYC:189 SL:208
D7B6  A9 3F     LDA #$3F                        A:40 X:D7 Y:40 P:E5 SP:FB CYC:195 SL: 16
D7B8  8D 78 06  STA $0678                       A:3F X:D7 Y:40 P:65 SP:FB CYC:201 SL: 85
D7BB  20 EE F8  JSR $F8EE                       A:3F X:D7 Y:40 P:65 SP:FB CYC:213 SL:154
F8EE  B8        CLV                             A:3F X:D7 Y:40 P:65 SP:F9 CYC:231 SL:223
F8EF  60        RTS                             A:3F X:D7 Y:40 P:25 SP:F9 CYC:237 SL: 31
D7BE  CC 78 06  CPY $0678                       A:3F X:D7 Y:40 P:25 SP:FB CYC:255 SL:100
D7C1  20 F0 F8  JSR $F8F0                       A:3F X:D7 Y:40 P:25 SP:FB CYC:267 SL:169
F8F0  F0 07     BEQ $F8F9                       A:3F X:D7 Y:40 P:25 SP:F9 CYC:285 SL:238
F8F2  30 05     BMI $F8F9                       A:3F X:D7 Y:40 P:25 SP:F9 CYC:291 SL: 46
F8F4  90 03     BCC $F8F9                       A:3F X:D7 Y:40 P:25 SP:F9 CYC:297 SL:115
F8F6  70 01     BVS $F8F9                       A:3F X:D7 Y:40 P:25 SP:F9 CYC:303 SL:184
F8F8  60        RTS                             A:3F X:D7 Y:40 P:25 SP:F9 CYC:309 SL:253
D7C4  E8        INX                             A:3F X:D7 Y:40 P:25 SP:FB CYC:327 SL: 61
D7C5  A9 41     LDA #$41                        A:3F X:D8 Y:40 P:A5 SP:FB CYC:333 SL:130
D7C7  8D 78 06  STA $0678                       A:41 X:D8 Y:40 P:25 SP:FB CYC:339 SL:199
D7CA  CC 78 06  CPY $0678                       A:41 X:D8 Y:40 P:25 SP:FB CYC: 10 SL:  8
D7CD  20 FC F8  JSR $F8FC                       A:41 X:D8 Y:40 P:A4 SP:FB CYC: 22 SL: 78
F8FC  F0 05     BEQ $F903                       A:41 X:D8 Y:40 P:A4 SP:F9 CYC: 40 SL:148
F8FE  10 03     BPL $F903                       A:41 X:D8 Y:40 P:A4 SP:F9 CYC: 46 SL:218
F900  10 01     BPL $F903                       A:41 X:D8 Y:40 P:A4 SP:F9 CYC: 52 SL: 27
F902  60        RTS                             A:41 X:D8 Y:40 P:A4 SP:F9 CYC: 58 SL: 97
D7D0  E8        INX                             A:41 X:D8 Y:40 P:A4 SP:FB CYC: 76 SL:167
D7D1  A9 00     LDA #$00                        A:41 X:D9 Y:40 P:A4 SP:FB CYC: 82 SL:237
D7D3  8D 78 06  STA $0678                       A:00 X:D9 Y:40 P:26 SP:FB CYC: 88 SL: 46
D7D6  20 06 F9  JSR $F906                       A:00 X:D9 Y:40 P:26 SP:FB CYC:100 SL:116
F906  A0 80     LDY #$80                        A:00 X:D9 Y:40 P:26 SP:F9 CYC:118 SL:186
F908  60        RTS                             A:00 X:D9 Y:80 P:A4 SP:F9 CYC:124 SL:256
D7D9  CC 78 06  CPY $0678                       A:00 X:D9 Y:80 P:A4 SP:FB CYC:142 SL: 65
D7DC  20 09 F9  JSR $F909                       A:00 X:D9 Y:80 P:A5 SP:FB CYC:154 SL:135
F909  F0 05     BEQ $F910                       A:00 X:D9 Y:80 P:A5 SP:F9 CYC:172 SL:205
F90B  10 03     BPL $F910                       A:00 X:D9 Y:80 P:A5 SP:F9 CYC:178 SL: 14
F90D  90 01     BCC $F910                       A:00 X:D9 Y:80 P:A5 SP:F9 CYC:184 SL: 84
F90F  60        RTS                             A:00 X:D9 Y:80 P:A5 SP:F9 CYC:190 SL:154
D7DF  E8        INX                             A:00 X:D9 Y:80 P:A5 SP:FB CYC:208 SL:224
D7E0  A9 80     LDA #$80                        A:00 X:DA Y:80 P:A5 SP:FB CYC:214 SL: 33
D7E2  8D 78 06  STA $0678                       A:80 X:DA Y:80 P:A5 SP:FB CYC:220 SL:103
D7E5  CC 78 06  CPY $0678                       A:80 X:DA Y:80 P:A5 SP:FB CYC:232 SL:173
D7E8  20 13 F9  JSR $F913                       A:80 X:DA Y:80 P:27 SP:FB CYC:244 SL:243
F913  D0 05     BNE $F91A                       A:80 X:DA Y:80 P:27 SP:F9 CYC:262 SL: 52
F915  30 03     BMI $F91A                       A:80 X:DA Y:80 P:27 SP:F9 CYC:268 SL:122
F917  90 01     BCC $F91A                       A:80 X:DA Y:80 P:27 SP:F9 CYC:274 SL:192
F919  60        RTS                             A:80 X:DA Y:80 P:27 SP:F9 CYC:280 SL:  1
D7EB  E8        INX                             A:80 X:DA Y:80 P:27 SP:FB CYC:298 SL: 71
D7EC  A9 81     LDA #$81                        A:80 X:DB Y:80 P:A5 SP:FB CYC:304 SL:141
D7EE  8D 78 06  STA $0678                       A:81 X:DB Y:80 P:A5 SP:FB CYC:310 SL:211
D7F1  CC 78 06  CPY $0678                       A:81 X:DB Y:80 P:A5 SP:FB CYC:322 SL: 20
D7F4  20 1D F9  JSR $F91D                       A:81 X:DB Y:80 P:A4 SP:FB CYC:334 SL: 90
F91D  B0 05     BCS $F924                       A:81 X:DB Y:80 P:A4 SP:F9 CYC: 11 SL:161
F91F  F0 03     BEQ $F924                       A:81 X:DB Y:80 P:A4 SP:F9 CYC: 17 SL:232
F921  10 01     BPL $F924                       A:81 X:DB Y:80 P:A4 SP:F9 CYC: 23 SL: 42
F923  60        RTS                             A:81 X:DB Y:80 P:A4 SP:F9 CYC: 29 SL:113
D7F7  E8        INX                             A:81 X:DB Y:80 P:A4 SP:FB CYC: 47 SL:184
D7F8  A9 7F     LDA #$7F                        A:81 X:DC Y:80 P:A4 SP:FB CYC: 53 SL:255
D7FA  8D 78 06  STA $0678                       A:7F X:DC Y:80 P:24 SP:FB CYC: 59 SL: 65
D7FD  CC 78 06  CPY $0678                       A:7F X:DC Y:80 P:24 SP:FB CYC: 71 SL:136
D800  20 27 F9  JSR $F927                       A:7F X:DC Y:80 P:25 SP:FB CYC: 83 SL:207
F927  90 05     BCC $F92E                       A:7F X:DC Y:80 P:25 SP:F9 CYC:101 SL: 17
F929  F0 03     BEQ $F92E                       A:7F X:DC Y:80 P:25 SP:F9 CYC:107 SL: 88
F92B  30 01     BMI $F92E                       A:7F X:DC Y:80 P:25 SP:F9 CYC:113 SL:159
F92D  60        RTS                             A:7F X:DC Y:80 P:25 SP:F9 CYC:119 SL:230
D803  E8        INX                             A:7F X:DC Y:80 P:25 SP:FB CYC:137 SL: 40
D804  8A        TXA                             A:7F X:DD Y:80 P:A5 SP:FB CYC:143 SL:111
D805  A8        TAY                             A:DD X:DD Y:80 P:A5 SP:FB CYC:149 SL:182
D806  20 90 F9  JSR $F990                       A:DD X:DD Y:DD P:A5 SP:FB CYC:155 SL:253
F990  A2 55     LDX #$55                        A:DD X:DD Y:DD P:A5 SP:F9 CYC:173 SL: 63
F992  A9 FF     LDA #$FF                        A:DD X:55 Y:DD P:25 SP:F9 CYC:179 SL:134
F994  85 01     STA $01                         A:FF X:55 Y:DD P:A5 SP:F9 CYC:185 SL:205
F996  EA        NOP                             A:FF X:55 Y:DD P:A5 SP:F9 CYC:194 SL: 15
F997  24 01     BIT $01                         A:FF X:55 Y:DD P:A5 SP:F9 CYC:200 SL: 86
F999  38        SEC                             A:FF X:55 Y:DD P:E5 SP:F9 CYC:209 SL:157
F99A  A9 01     LDA #$01                        A:FF X:55 Y:DD P:E5 SP:F9 CYC:215 SL:228
F99C  60        RTS                             A:01 X:55 Y:DD P:65 SP:F9 CYC:221 SL: 38
D809  8D 78 06  STA $0678                       A:01 X:55 Y:DD P:65 SP:FB CYC:239 SL:109
D80C  4E 78 06  LSR $0678                       A:01 X:55 Y:DD P:65 SP:FB CYC:251 SL:180
D80F  AD 78 06  LDA $0678                       A:01 X:55 Y:DD P:67 SP:FB CYC:269 SL:251
D812  20 9D F9  JSR $F99D                       A:00 X:55 Y:DD P:67 SP:FB CYC:281 SL: 61
F99D  90 1B     BCC $F9BA                       A:00 X:55 Y:DD P:67 SP:F9 CYC:299 SL:132
F99F  D0 19     BNE $F9BA                       A:00 X:55 Y:DD P:67 SP:F9 CYC:305 SL:203
F9A1  30 17     BMI $F9BA                       A:00 X:55 Y:DD P:67 SP:F9 CYC:311 SL: 13
F9A3  50 15     BVC $F9BA                       A:00 X:55 Y:DD P:67 SP:F9 CYC:317 SL: 84
F9A5  C9 00     CMP #$00                        A:00 X:55 Y:DD P:67 SP:F9 CYC:323 SL:155
F9A7  D0 11     BNE $F9BA                       A:00 X:55 Y:DD P:67 SP:F9 CYC:329 SL:226
F9A9  B8        CLV                             A:00 X:55 Y:DD P:67 SP:F9 CYC:335 SL: 36
F9AA  A9 AA     LDA #$AA                        A:00 X:55 Y:DD P:27 SP:F9 CYC:  0 SL:108
F9AC  60        RTS                             A:AA X:55 Y:DD P:A5 SP:F9 CYC:  6 SL:180
D815  C8        INY                             A:AA X:55 Y:DD P:A5 SP:FB CYC: 24 SL:252
D816  8D 78 06  STA $0678                       A:AA X:55 Y:DE P:A5 SP:FB CYC: 30 SL: 63
D819  4E 78 06  LSR $0678                       A:AA X:55 Y:DE P:A5 SP:FB CYC: 42 SL:135
D81C  AD 78 06  LDA $0678                       A:AA X:55 Y:DE P:24 SP:FB CYC: 60 SL:207
D81F  20 AD F9  JSR $F9AD                       A:55 X:55 Y:DE P:24 SP:FB CYC: 72 SL: 18
F9AD  B0 0B     BCS $F9BA                       A:55 X:55 Y:DE P:24 SP:F9 CYC: 90 SL: 90
F9AF  F0 09     BEQ $F9BA                       A:55 X:55 Y:DE P:24 SP:F9 CYC: 96 SL:162
F9B1  30 07     BMI $F9BA                       A:55 X:55 Y:DE P:24 SP:F9 CYC:102 SL:234
F9B3  70 05     BVS $F9BA                       A:55 X:55 Y:DE P:24 SP:F9 CYC:108 SL: 45
F9B5  C9 55     CMP #$55                        A:55 X:55 Y:DE P:24 SP:F9 CYC:114 SL:117
F9B7  D0 01     BNE $F9BA                       A:55 X:55 Y:DE P:27 SP:F9 CYC:120 SL:189
F9B9  60        RTS                             A:55 X:55 Y:DE P:27 SP:F9 CYC:126 SL:  0
D822  C8        INY                             A:55 X:55 Y:DE P:27 SP:FB CYC:144 SL: 72
D823  20 BD F9  JSR $F9BD                       A:55 X:55 Y:DF P:A5 SP:FB CYC:150 SL:144
F9BD  24 01     BIT $01                         A:55 X:55 Y:DF P:A5 SP:F9 CYC:168 SL:216
F9BF  38        SEC                             A:55 X:55 Y:DF P:E5 SP:F9 CYC:177 SL: 27
F9C0  A9 80     LDA #$80                        A:55 X:55 Y:DF P:E5 SP:F9 CYC:183 SL: 99
F9C2  60        RTS                             A:80 X:55 Y:DF P:E5 SP:F9 CYC:189 SL:171
D826  8D 78 06  STA $0678                       A:80 X:55 Y:DF P:E5 SP:FB CYC:207 SL:243
D829  0E 78 06  ASL $0678                       A:80 X:55 Y:DF P:E5 SP:FB CYC:219 SL: 54
D82C  AD 78 06  LDA $0678                       A:80 X:55 Y:DF P:67 SP:FB CYC:237 SL:126
D82F  20 C3 F9  JSR $F9C3                       A:00 X:55 Y:DF P:67 SP:FB CYC:249 SL:198
F9C3  90 1C     BCC $F9E1                       A:00 X:55 Y:DF P:67 SP:F9 CYC:267 SL:  9
F9C5  D0 1A     BNE $F9E1                       A:00 X:55 Y:DF P:67 SP:F9 CYC:273 SL: 81
F9C7  30 18     BMI $F9E1                       A:00 X:55 Y:DF P:67 SP:F9 CYC:279 SL:153
F9C9  50 16     BVC $F9E1                       A:00 X:55 Y:DF P:67 SP:F9 CYC:285 SL:225
F9CB  C9 00     CMP #$00                        A:00 X:55 Y:DF P:67 SP:F9 CYC:291 SL: 36
F9CD  D0 12     BNE $F9E1                       A:00 X:55 Y:DF P:67 SP:F9 CYC:297 SL:108
F9CF  B8        CLV                             A:00 X:55 Y:DF P:67 SP:F9 CYC:303 SL:180
F9D0  A9 55     LDA #$55                        A:00 X:55 Y:DF P:27 SP:F9 CYC:309 SL:252
F9D2  38        SEC                             A:55 X:55 Y:DF P:25 SP:F9 CYC:315 SL: 63
F9D3  60        RTS                             A:55 X:55 Y:DF P:25 SP:F9 CYC:321 SL:135
D832  C8        INY                             A:55 X:55 Y:DF P:25 SP:FB CYC:339 SL:207
D833  8D 78 06  STA $0678                       A:55 X:55 Y:E0 P:A5 SP:FB CYC:  4 SL: 19
D836  0E 78 06  ASL $0678                       A:55 X:55 Y:E0 P:A5 SP:FB CYC: 16 SL: 92
D839  AD 78 06  LDA $0678                       A:55 X:55 Y:E0 P:A4 SP:FB CYC: 34 SL:165
D83C  20 D4 F9  JSR $F9D4                       A:AA X:55 Y:E0 P:A4 SP:FB CYC: 46 SL:238
F9D4  B0 0B     BCS $F9E1                       A:AA X:55 Y:E0 P:A4 SP:F9 CYC: 64 SL: 50
F9D6  F0 09     BEQ $F9E1                       A:AA X:55 Y:E0 P:A4 SP:F9 CYC: 70 SL:123
F9D8  10 07     BPL $F9E1                       A:AA X:55 Y:E0 P:A4 SP:F9 CYC: 76 SL:196
F9DA  70 05     BVS $F9E1                       A:AA X:55 Y:E0 P:A4 SP:F9 CYC: 82 SL:  8
F9DC  C9 AA     CMP #$AA                        A:AA X:55 Y:E0 P:A4 SP:F9 CYC: 88 SL: 81
F9DE  D0 01     BNE $F9E1                       A:AA X:55 Y:E0 P:27 SP:F9 CYC: 94 SL:154
F9E0  60        RTS                             A:AA X:55 Y:E0 P:27 SP:F9 CYC:100 SL:227
D83F  C8        INY                             A:AA X:55 Y:E0 P:27 SP:FB CYC:118 SL: 39
D840  20 E4 F9  JSR $F9E4                       A:AA X:55 Y:E1 P:A5 SP:FB CYC:124 SL:112
F9E4  24 01     BIT $01                         A:AA X:55 Y:E1 P:A5 SP:F9 CYC:142 SL:185
F9E6  38        SEC                             A:AA X:55 Y:E1 P:E5 SP:F9 CYC:151 SL:258
F9E7  A9 01     LDA #$01                        A:AA X:55 Y:E1 P:E5 SP:F9 CYC:157 SL: 70
F9E9  60        RTS                             A:01 X:55 Y:E1 P:65 SP:F9 CYC:163 SL:143
D843  8D 78 06  STA $0678                       A:01 X:55 Y:E1 P:65 SP:FB CYC:181 SL:216
D846  6E 78 06  ROR $0678                       A:01 X:55 Y:E1 P:65 SP:FB CYC:193 SL: 28
D849  AD 78 06  LDA $0678                       A:01 X:55 Y:E1 P:E5 SP:FB CYC:211 SL:101
D84C  20 EA F9  JSR $F9EA                       A:80 X:55 Y:E1 P:E5 SP:FB CYC:223 SL:174
F9EA  90 1C     BCC $FA08                       A:80 X:55 Y:E1 P:E5 SP:F9 CYC:241 SL:247
F9EC  F0 1A     BEQ $FA08                       A:80 X:55 Y:E1 P:E5 SP:F9 CYC:247 SL: 59
F9EE  10 18     BPL $FA08                       A:80 X:55 Y:E1 P:E5 SP:F9 CYC:253 SL:132
F9F0  50 16     BVC $FA08                       A:80 X:55 Y:E1 P:E5 SP:F9 CYC:259 SL:205
F9F2  C9 80     CMP #$80                        A:80 X:55 Y:E1 P:E5 SP:F9 CYC:265 SL: 17
F9F4  D0 12     BNE $FA08                       A:80 X:55 Y:E1 P:67 SP:F9 CYC:271 SL: 90
F9F6  B8        CLV                             A:80 X:55 Y:E1 P:67 SP:F9 CYC:277 SL:163
F9F7  18        CLC                             A:80 X:55 Y:E1 P:27 SP:F9 CYC:283 SL:236
F9F8  A9 55     LDA #$55                        A:80 X:55 Y:E1 P:26 SP:F9 CYC:289 SL: 48
F9FA  60        RTS                             A:55 X:55 Y:E1 P:24 SP:F9 CYC:295 SL:121
D84F  C8        INY                             A:55 X:55 Y:E1 P:24 SP:FB CYC:313 SL:194
D850  8D 78 06  STA $0678                       A:55 X:55 Y:E2 P:A4 SP:FB CYC:319 SL:  6
D853  6E 78 06  ROR $0678                       A:55 X:55 Y:E2 P:A4 SP:FB CYC:331 SL: 79
D856  AD 78 06  LDA $0678                       A:55 X:55 Y:E2 P:25 SP:FB CYC:  8 SL:153
D859  20 FB F9  JSR $F9FB                       A:2A X:55 Y:E2 P:25 SP:FB CYC: 20 SL:227
F9FB  90 0B     BCC $FA08                       A:2A X:55 Y:E2 P:25 SP:F9 CYC: 38 SL: 40
F9FD  F0 09     BEQ $FA08                       A:2A X:55 Y:E2 P:25 SP:F9 CYC: 44 SL:114
F9FF  30 07     BMI $FA08                       A:2A X:55 Y:E2 P:25 SP:F9 CYC: 50 SL:188
FA01  70 05     BVS $FA08                       A:2A X:55 Y:E2 P:25 SP:F9 CYC: 56 SL:  1
FA03  C9 2A     CMP #$2A                        A:2A X:55 Y:E2 P:25 SP:F9 CYC: 62 SL: 75
FA05  D0 01     BNE $FA08                       A:2A X:55 Y:E2 P:27 SP:F9 CYC: 68 SL:149
FA07  60        RTS                             A:2A X:55 Y:E2 P:27 SP:F9 CYC: 74 SL:223
D85C  C8        INY                             A:2A X:55 Y:E2 P:27 SP:FB CYC: 92 SL: 36
D85D  20 0A FA  JSR $FA0A                       A:2A X:55 Y:E3 P:A5 SP:FB CYC: 98 SL:110
FA0A  24 01     BIT $01                         A:2A X:55 Y:E3 P:A5 SP:F9 CYC:116 SL:184
FA0C  38        SEC                             A:2A X:55 Y:E3 P:E5 SP:F9 CYC:125 SL:258
FA0D  A9 80     LDA #$80                        A:2A X:55 Y:E3 P:E5 SP:F9 CYC:131 SL: 71
FA0F  60        RTS                             A:80 X:55 Y:E3 P:E5 SP:F9 CYC:137 SL:145
D860  8D 78 06  STA $0678                       A:80 X:55 Y:E3 P:E5 SP:FB CYC:155 SL:219
D863  2E 78 06  ROL $0678                       A:80 X:55 Y:E3 P:E5 SP:FB CYC:167 SL: 32
D866  AD 78 06  LDA $0678                       A:80 X:55 Y:E3 P:65 SP:FB CYC:185 SL:106
D869  20 10 FA  JSR $FA10                       A:01 X:55 Y:E3 P:65 SP:FB CYC:197 SL:180
FA10  90 1C     BCC $FA2E                       A:01 X:55 Y:E3 P:65 SP:F9 CYC:215 SL:254
